report_id,report_version,same_incident_id,incident_date,air_bag_deployment,subject_air_bag,crash_partner_air_bag,source_url,narrative_available
30270-10336,1,41e60e15cc0ccfa,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10337,2,52d204b4a4df1c5,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10338,1,b9a25629aeaea8a,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10340,1,efd2f737fa169f8,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10343,1,e4b3555b35a51cb,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10344,1,513a4876d6f7df2,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10346,2,47a35c91f2ba98c,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10347,1,04571dd36a8589e,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10349,2,3b84b8c3a920423,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10359,1,e9322b299bac2dc,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10360,1,11e9a791b2b6ea6,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10361,1,752528bbe983cc5,MAR-2025,No Deployment Reported,No,Not Applicable,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10362,1,542a8f6e1876cf2,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10363,1,cd66eb3a1b6a758,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10364,2,1938b649ef9a66a,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10367,1,6749366fff5ee51,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10380,1,ddfddee93e67fc1,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10381,1,5be32b07aabfb0a,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10384,1,f1aff313f9385a8,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10396,2,c167556cb883b32,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10408,1,9960338dcb57750,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10418,1,d94e225a5cfd76e,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10419,1,301c535041d56a9,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10420,1,da8340cc27778be,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10421,1,bc3ae4369651c8d,MAR-2025,No Deployment Reported,No,Not Applicable,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10422,2,c08d233638f4698,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10425,1,5caf4743543d731,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10426,1,d8172af2d0c0f96,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10427,1,3196dae38a5f098,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10428,1,068ce526db856cc,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10435,1,8cadeeb4404ec67,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10436,1,9590144d946c2fa,FEB-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10438,1,a2fc403c2ef36ee,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10439,1,870bb81b8b87f76,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10442,1,e890366425f92f4,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10443,1,012fba9b1f4c28c,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10444,1,e8db4ff944a1cc3,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10446,1,d40963f83336275,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10447,1,a1a9f216f0b940f,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10448,1,d8217fb75609518,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10449,1,915965fdc13a740,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10450,1,700b400d685d07b,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10451,1,b014b9fd6ea6308,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10452,1,e65533d2253e434,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10453,1,2f360dacf644b0d,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10454,1,bb7242ab0c21676,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10455,1,7ed1cf3a8400c87,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10470,1,aa6cc345c62be58,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10471,1,414f456d7c90e56,APR-2025,No Deployment Reported,No,Not Applicable,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10472,1,37d2c7db4e66423,APR-2025,Deployed,No,Yes,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10487,1,f285742e6381c0f,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10488,1,a67d18fe1fddf3d,MAR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10497,1,36299db7911dfd0,APR-2025,Unknown,No,,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10527,1,40db72302f3550d,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10528,1,bd1ce4d304e6e1c,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10555,1,d91d586ead95b16,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10556,1,3e20827af0b4001,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10557,1,338a4cb5b1c8f1c,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10558,1,5fbc5372ff3cbb0,APR-2025,No Deployment Reported,No,Not Applicable,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10559,1,4078857f3f1549d,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10560,1,96656e088802e2e,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10561,1,19b3e103282a660,APR-2025,Unknown,No,,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10563,1,622ea0e82c437fd,MAR-2025,No Deployment Reported,No,Not Applicable,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10570,1,c11ef1833b15d5e,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10571,2,df951538661dc8e,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10573,1,7d57ae266c261bc,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10576,1,285179add9a2301,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10589,2,37801826060a9bf,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10592,1,9341d4360bf129b,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10594,1,587f0e68b273edd,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10595,1,7d1d8c6fbe521ce,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10596,2,8e7e78cafabfc2e,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10598,1,9f11231e2068dc2,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10599,1,af131997df17829,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10600,1,1f374cfdfc4a97e,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10601,1,b9dd6d9b3dc26fd,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10602,1,3e5d99121245470,APR-2025,No Deployment Reported,No,Not Applicable,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10610,1,bed27662740a5e4,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10613,1,de693def5440138,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10615,1,3250f12d8808f2a,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10618,1,d49861da8e9590f,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10630,1,8932666da33677f,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10631,1,3444f2a4b6c46e8,APR-2025,No Deployment Reported,No,Not Applicable,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10638,2,1e50d4eb4d0bbd7,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10639,1,fa8eb0357a82255,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10640,1,6d1ed008786c526,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10642,2,8a1786924262b79,MAY-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10648,1,00c66c34c4474a1,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10649,1,2ea8a855b7379fa,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10660,1,594c914927316a8,MAY-2025,No Deployment Reported,No,Not Applicable,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10663,1,dcdc0f9cfeb8580,MAY-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10664,1,4468efe647fd81a,MAY-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10666,1,e3f948feabc1ec0,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10667,1,ea64f82e23169bd,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10668,1,f83f7c37e14f52b,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10669,1,f976fa0a6769f43,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10670,1,dd9bdf3842a1996,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10671,1,3f3bf8d93dbfe14,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10672,1,894062e6b5b6b77,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10673,1,ec072be87c1b410,MAY-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10674,1,7a7b2577ac47f2f,MAY-2025,No Deployment Reported,No,Not Applicable,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10675,1,79df0042efd5698,MAY-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10678,1,2b08326e556afc7,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10679,1,e5968e6ffdbb083,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10680,1,2793db955371f40,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10683,1,e9d6934d6023298,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10684,1,66d1c511765f08f,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10685,1,056a942c8c8d3c9,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10689,1,c1c73648661eb2b,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10690,1,44aa78f82f08885,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10695,1,7bf2bd79eaff634,MAY-2025,Deployed,No,Yes,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10713,1,da37ed084b7182d,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10714,1,5bfa8081ac63312,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10715,1,c0ab826dd6f7a39,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10717,1,3d1197234733445,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10718,1,7a97ede1f489ead,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10725,1,86838265677b16b,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10726,1,e2d92dee1c5155b,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10727,1,d60f0a7874550b0,FEB-2025,No Deployment Reported,No,Not Applicable,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10728,1,8d21cd6f8c174d6,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10742,1,8f4b14673f656c2,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10743,1,db8a31384ad0ae7,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10746,1,912fe10da529c31,MAY-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10747,1,fd63b45b89e60d1,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10748,1,7308e86f6c4f636,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10749,1,8ce026066e22e1f,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10750,1,3cb4ac44e082069,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10751,1,f110e2392e5e442,MAY-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10752,1,aef5f220ddcfff1,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
30270-10753,1,9f24abe73cfc948,APR-2025,No Deployment Reported,No,No,https://static.nhtsa.gov/odi/ffdd/sgo-2021-01/Archive-2021-2025/SGO-2021-01_Incident_Reports_ADS.csv,Yes
